#RIC,Date,Price,Volume,Value,Signal
NAB.AX,18-01-2012,23.66,100,2366.0,S
NAB.AX,20-01-2012,23.88,100,2388.0,B
NAB.AX,23-01-2012,23.85,100,2385.0,S
NAB.AX,25-01-2012,24.2,100,2420.0,B
NAB.AX,27-01-2012,24.08,100,2408.0,S
NAB.AX,02-02-2012,23.89,100,2389.0,B
NAB.AX,07-02-2012,23.21,100,2321.0,S
NAB.AX,09-02-2012,23.0,100,2300.0,B
NAB.AX,10-02-2012,22.94,100,2294.0,S
NAB.AX,13-02-2012,23.26,100,2326.0,B
NAB.AX,16-02-2012,22.63,100,2263.0,S
NAB.AX,20-02-2012,23.18,100,2318.0,B
NAB.AX,23-02-2012,23.21,100,2321.0,S
NAB.AX,29-02-2012,23.67,100,2367.0,B
NAB.AX,01-03-2012,23.58,100,2358.0,S
NAB.AX,05-03-2012,23.53,100,2353.0,B
NAB.AX,06-03-2012,23.48,100,2348.0,S
NAB.AX,08-03-2012,23.38,100,2338.0,B
NAB.AX,12-03-2012,23.34,100,2334.0,S
NAB.AX,13-03-2012,23.68,100,2368.0,B
NAB.AX,14-03-2012,23.86,100,2386.0,S
NAB.AX,16-03-2012,24.18,100,2418.0,B
NAB.AX,19-03-2012,24.15,100,2415.0,S
NAB.AX,27-03-2012,24.66,100,2466.0,B
NAB.AX,30-03-2012,24.6,100,2460.0,S
NAB.AX,04-04-2012,24.79,100,2479.0,B
NAB.AX,11-04-2012,24.3,100,2430.0,S
NAB.AX,12-04-2012,24.58,100,2458.0,B
NAB.AX,19-04-2012,25.24,100,2524.0,S
NAB.AX,20-04-2012,25.19,100,2519.0,B
NAB.AX,23-04-2012,25.08,100,2508.0,S
NAB.AX,26-04-2012,25.35,100,2535.0,B
NAB.AX,27-04-2012,25.15,100,2515.0,S
NAB.AX,30-04-2012,25.23,100,2523.0,B
NAB.AX,01-05-2012,25.21,100,2521.0,S
NAB.AX,03-05-2012,25.2,100,2520.0,B
NAB.AX,04-05-2012,25.14,100,2514.0,S
NAB.AX,11-05-2012,24.55,100,2455.0,B
NAB.AX,15-05-2012,24.67,100,2467.0,S
NAB.AX,21-05-2012,23.6,100,2360.0,B
NAB.AX,23-05-2012,23.69,100,2369.0,S
NAB.AX,24-05-2012,23.48,100,2348.0,B
NAB.AX,25-05-2012,23.3,100,2330.0,S
NAB.AX,29-05-2012,23.81,100,2381.0,B
NAB.AX,31-05-2012,22.48,100,2248.0,S
NAB.AX,05-06-2012,22.55,100,2255.0,B
NAB.AX,12-06-2012,22.22,100,2222.0,S
NAB.AX,13-06-2012,22.15,100,2215.0,B
NAB.AX,14-06-2012,22.06,100,2206.0,S
NAB.AX,15-06-2012,22.12,100,2212.0,B
NAB.AX,21-06-2012,23.14,100,2314.0,S
NAB.AX,27-06-2012,23.38,100,2338.0,B
NAB.AX,03-07-2012,23.68,100,2368.0,S
NAB.AX,04-07-2012,23.83,100,2383.0,B
NAB.AX,05-07-2012,23.85,100,2385.0,S
NAB.AX,13-07-2012,23.6,100,2360.0,B
NAB.AX,23-07-2012,23.69,100,2369.0,S
NAB.AX,26-07-2012,23.84,100,2384.0,B
NAB.AX,02-08-2012,25.15,100,2515.0,S
NAB.AX,08-08-2012,25.62,100,2562.0,B
NAB.AX,10-08-2012,25.18,100,2518.0,S
NAB.AX,16-08-2012,24.5,100,2450.0,B
NAB.AX,22-08-2012,25.26,100,2526.0,S
NAB.AX,28-08-2012,25.25,100,2525.0,B
NAB.AX,29-08-2012,25.09,100,2509.0,S
NAB.AX,30-08-2012,25.2,100,2520.0,B
NAB.AX,03-09-2012,25.3,100,2530.0,S
NAB.AX,06-09-2012,25.11,100,2511.0,B
NAB.AX,07-09-2012,25.06,100,2506.0,S
NAB.AX,10-09-2012,25.01,100,2501.0,B
NAB.AX,18-09-2012,25.56,100,2556.0,S
NAB.AX,25-09-2012,25.58,100,2558.0,B
NAB.AX,26-09-2012,25.42,100,2542.0,S
NAB.AX,27-09-2012,25.43,100,2543.0,B
NAB.AX,08-10-2012,26.21,100,2621.0,S
NAB.AX,16-10-2012,26.62,100,2662.0,B
NAB.AX,19-10-2012,26.22,100,2622.0,S
NAB.AX,25-10-2012,26.0,100,2600.0,B
NAB.AX,31-10-2012,25.79,100,2579.0,S
NAB.AX,06-11-2012,25.05,100,2505.0,B
NAB.AX,09-11-2012,23.81,100,2381.0,S
NAB.AX,14-11-2012,23.24,100,2324.0,B
NAB.AX,23-11-2012,23.63,100,2363.0,S
NAB.AX,27-11-2012,23.83,100,2383.0,B
NAB.AX,03-12-2012,24.29,100,2429.0,S
NAB.AX,07-12-2012,24.5,100,2450.0,B
NAB.AX,13-12-2012,24.6,100,2460.0,S
NAB.AX,18-12-2012,24.6,100,2460.0,B
NAB.AX,24-12-2012,24.88,100,2488.0,S
NAB.AX,02-01-2013,25.1,100,2510.0,B
NAB.AX,08-01-2013,25.09,100,2509.0,S
NAB.AX,09-01-2013,25.35,100,2535.0,B
NAB.AX,15-01-2013,25.71,100,2571.0,S
NAB.AX,18-01-2013,26.35,100,2635.0,B
NAB.AX,22-01-2013,26.59,100,2659.0,S
NAB.AX,29-01-2013,27.72,100,2772.0,B
NAB.AX,30-01-2013,27.64,100,2764.0,S
NAB.AX,01-02-2013,28.0,100,2800.0,B
NAB.AX,04-02-2013,28.05,100,2805.0,S
NAB.AX,06-02-2013,28.11,100,2811.0,B
NAB.AX,07-02-2013,28.63,100,2863.0,S
NAB.AX,08-02-2013,29.02,100,2902.0,B
NAB.AX,12-02-2013,28.93,100,2893.0,S
NAB.AX,18-02-2013,30.15,100,3015.0,B
NAB.AX,19-02-2013,30.17,100,3017.0,S
NAB.AX,20-02-2013,30.56,100,3056.0,B
NAB.AX,21-02-2013,29.42,100,2942.0,S
NAB.AX,25-02-2013,30.28,100,3028.0,B
NAB.AX,26-02-2013,29.95,100,2995.0,S
NAB.AX,27-02-2013,30.03,100,3003.0,B
NAB.AX,28-02-2013,30.2,100,3020.0,S
NAB.AX,05-03-2013,30.59,100,3059.0,B
NAB.AX,12-03-2013,31.54,100,3154.0,S
NAB.AX,19-03-2013,30.54,100,3054.0,B
NAB.AX,21-03-2013,30.35,100,3035.0,S
NAB.AX,22-03-2013,30.63,100,3063.0,B
NAB.AX,26-03-2013,30.66,100,3066.0,S
NAB.AX,27-03-2013,30.95,100,3095.0,B
NAB.AX,28-03-2013,30.84,100,3084.0,S
NAB.AX,03-04-2013,31.11,100,3111.0,B
NAB.AX,04-04-2013,31.0,100,3100.0,S
NAB.AX,09-04-2013,31.41,100,3141.0,B
NAB.AX,15-04-2013,31.77,100,3177.0,S
NAB.AX,16-04-2013,31.83,100,3183.0,B
NAB.AX,18-04-2013,32.0,100,3200.0,S
NAB.AX,22-04-2013,31.64,100,3164.0,B
NAB.AX,01-05-2013,33.95,100,3395.0,S
NAB.AX,08-05-2013,33.37,100,3337.0,B
NAB.AX,09-05-2013,32.68,100,3268.0,S
NAB.AX,13-05-2013,33.18,100,3318.0,B
NAB.AX,14-05-2013,33.1,100,3310.0,S
NAB.AX,15-05-2013,33.07,100,3307.0,B
NAB.AX,17-05-2013,33.09,100,3309.0,S
NAB.AX,20-05-2013,33.37,100,3337.0,B
NAB.AX,21-05-2013,33.09,100,3309.0,S
NAB.AX,27-05-2013,31.24,100,3124.0,B
NAB.AX,30-05-2013,29.32,100,2932.0,S
NAB.AX,03-06-2013,29.3,100,2930.0,B
NAB.AX,07-06-2013,28.35,100,2835.0,S
NAB.AX,12-06-2013,28.05,100,2805.0,B
NAB.AX,20-06-2013,29.2,100,2920.0,S
NAB.AX,26-06-2013,29.23,100,2923.0,B
NAB.AX,01-07-2013,28.97,100,2897.0,S
NAB.AX,04-07-2013,28.87,100,2887.0,B
NAB.AX,08-07-2013,28.87,100,2887.0,S
NAB.AX,09-07-2013,29.42,100,2942.0,B
NAB.AX,10-07-2013,29.45,100,2945.0,S
NAB.AX,11-07-2013,29.98,100,2998.0,B
NAB.AX,15-07-2013,30.03,100,3003.0,S
NAB.AX,18-07-2013,30.34,100,3034.0,B
NAB.AX,24-07-2013,30.67,100,3067.0,S
NAB.AX,25-07-2013,30.87,100,3087.0,B
NAB.AX,30-07-2013,31.19,100,3119.0,S
NAB.AX,02-08-2013,31.17,100,3117.0,B
NAB.AX,08-08-2013,30.74,100,3074.0,S
NAB.AX,12-08-2013,30.69,100,3069.0,B
NAB.AX,16-08-2013,31.27,100,3127.0,S
NAB.AX,21-08-2013,32.14,100,3214.0,B
NAB.AX,27-08-2013,32.66,100,3266.0,S
NAB.AX,02-09-2013,32.85,100,3285.0,B
NAB.AX,04-09-2013,32.59,100,3259.0,S
NAB.AX,09-09-2013,33.18,100,3318.0,B
NAB.AX,13-09-2013,33.53,100,3353.0,S
NAB.AX,16-09-2013,34.1,100,3410.0,B
NAB.AX,20-09-2013,34.86,100,3486.0,S
NAB.AX,25-09-2013,35.3,100,3530.0,B
NAB.AX,27-09-2013,35.11,100,3511.0,S
NAB.AX,03-10-2013,34.89,100,3489.0,B
NAB.AX,07-10-2013,34.4,100,3440.0,S
NAB.AX,11-10-2013,34.87,100,3487.0,B
NAB.AX,17-10-2013,35.64,100,3564.0,S
NAB.AX,18-10-2013,35.98,100,3598.0,B
NAB.AX,21-10-2013,35.97,100,3597.0,S
NAB.AX,25-10-2013,36.08,100,3608.0,B
NAB.AX,30-10-2013,36.23,100,3623.0,S
NAB.AX,05-11-2013,35.8,100,3580.0,B
NAB.AX,07-11-2013,34.68,100,3468.0,S
NAB.AX,08-11-2013,34.78,100,3478.0,B
NAB.AX,11-11-2013,34.56,100,3456.0,S
NAB.AX,13-11-2013,33.65,100,3365.0,B
NAB.AX,20-11-2013,33.8,100,3380.0,S
NAB.AX,22-11-2013,33.92,100,3392.0,B
NAB.AX,28-11-2013,34.54,100,3454.0,S
NAB.AX,04-12-2013,34.38,100,3438.0,B
NAB.AX,05-12-2013,33.66,100,3366.0,S
NAB.AX,11-12-2013,32.87,100,3287.0,B
NAB.AX,16-12-2013,33.2,100,3320.0,S
NAB.AX,17-12-2013,33.4,100,3340.0,B
NAB.AX,18-12-2013,33.41,100,3341.0,S
NAB.AX,19-12-2013,34.03,100,3403.0,B
NAB.AX,27-12-2013,34.7,100,3470.0,S
NAB.AX,09-01-2014,34.45,100,3445.0,B
NAB.AX,13-01-2014,34.24,100,3424.0,S
NAB.AX,15-01-2014,33.83,100,3383.0,B
NAB.AX,24-01-2014,33.82,100,3382.0,S
NAB.AX,31-01-2014,33.25,100,3325.0,B
NAB.AX,04-02-2014,32.39,100,3239.0,S
NAB.AX,06-02-2014,32.63,100,3263.0,B
NAB.AX,12-02-2014,34.15,100,3415.0,S
NAB.AX,17-02-2014,34.75,100,3475.0,B
NAB.AX,20-02-2014,35.16,100,3516.0,S
NAB.AX,26-02-2014,34.87,100,3487.0,B
NAB.AX,03-03-2014,34.55,100,3455.0,S
NAB.AX,05-03-2014,35.04,100,3504.0,B
NAB.AX,10-03-2014,34.65,100,3465.0,S
NAB.AX,13-03-2014,34.76,100,3476.0,B
NAB.AX,14-03-2014,34.33,100,3433.0,S
NAB.AX,18-03-2014,34.54,100,3454.0,B
NAB.AX,19-03-2014,34.51,100,3451.0,S
NAB.AX,20-03-2014,34.41,100,3441.0,B
NAB.AX,24-03-2014,34.87,100,3487.0,S
NAB.AX,26-03-2014,35.05,100,3505.0,B
NAB.AX,27-03-2014,35.04,100,3504.0,S
NAB.AX,31-03-2014,35.46,100,3546.0,B
NAB.AX,01-04-2014,35.42,100,3542.0,S
NAB.AX,02-04-2014,35.56,100,3556.0,B
NAB.AX,03-04-2014,35.37,100,3537.0,S
NAB.AX,09-04-2014,35.4,100,3540.0,B
NAB.AX,14-04-2014,34.88,100,3488.0,S
NAB.AX,17-04-2014,35.36,100,3536.0,B
NAB.AX,29-04-2014,35.51,100,3551.0,S
NAB.AX,07-05-2014,33.84,100,3384.0,B
NAB.AX,14-05-2014,33.6,100,3360.0,S
NAB.AX,20-05-2014,33.1,100,3310.0,B
NAB.AX,26-05-2014,33.52,100,3352.0,S
NAB.AX,02-06-2014,33.88,100,3388.0,B
NAB.AX,03-06-2014,33.64,100,3364.0,S
NAB.AX,10-06-2014,33.64,100,3364.0,B
NAB.AX,12-06-2014,33.33,100,3333.0,S
NAB.AX,18-06-2014,33.01,100,3301.0,B
NAB.AX,20-06-2014,33.13,100,3313.0,S
NAB.AX,23-06-2014,33.34,100,3334.0,B
NAB.AX,25-06-2014,32.8,100,3280.0,S
NAB.AX,26-06-2014,33.24,100,3324.0,B
NAB.AX,27-06-2014,33.03,100,3303.0,S
NAB.AX,02-07-2014,33.18,100,3318.0,B
NAB.AX,08-07-2014,33.59,100,3359.0,S
NAB.AX,11-07-2014,33.67,100,3367.0,B
NAB.AX,16-07-2014,33.98,100,3398.0,S
NAB.AX,23-07-2014,34.41,100,3441.0,B
NAB.AX,01-08-2014,34.93,100,3493.0,S
NAB.AX,07-08-2014,34.45,100,3445.0,B
NAB.AX,08-08-2014,33.82,100,3382.0,S
NAB.AX,11-08-2014,33.92,100,3392.0,B
NAB.AX,18-08-2014,34.22,100,3422.0,S
NAB.AX,22-08-2014,34.46,100,3446.0,B
NAB.AX,26-08-2014,34.56,100,3456.0,S
NAB.AX,29-08-2014,35.2,100,3520.0,B
NAB.AX,01-09-2014,35.12,100,3512.0,S
NAB.AX,03-09-2014,35.31,100,3531.0,B
NAB.AX,04-09-2014,35.05,100,3505.0,S
NAB.AX,10-09-2014,34.55,100,3455.0,B
NAB.AX,15-09-2014,33.8,100,3380.0,S
NAB.AX,18-09-2014,33.21,100,3321.0,B
NAB.AX,22-09-2014,33.1,100,3310.0,S
NAB.AX,23-09-2014,33.51,100,3351.0,B
NAB.AX,24-09-2014,33.04,100,3304.0,S
NAB.AX,26-09-2014,32.7,100,3270.0,B
NAB.AX,29-09-2014,32.07,100,3207.0,S
NAB.AX,30-09-2014,32.54,100,3254.0,B
NAB.AX,06-10-2014,32.71,100,3271.0,S
NAB.AX,13-10-2014,31.82,100,3182.0,B
NAB.AX,21-10-2014,33.52,100,3352.0,S
NAB.AX,27-10-2014,34.53,100,3453.0,B
NAB.AX,28-10-2014,34.6,100,3460.0,S
NAB.AX,11-11-2014,32.94,100,3294.0,B
NAB.AX,17-11-2014,32.39,100,3239.0,S
NAB.AX,18-11-2014,32.37,100,3237.0,B
NAB.AX,20-11-2014,32.1,100,3210.0,S
NAB.AX,21-11-2014,32.27,100,3227.0,B
NAB.AX,28-11-2014,32.6,100,3260.0,S
NAB.AX,04-12-2014,32.81,100,3281.0,B
NAB.AX,09-12-2014,32.6,100,3260.0,S
NAB.AX,11-12-2014,32.09,100,3209.0,B
NAB.AX,12-12-2014,31.95,100,3195.0,S
NAB.AX,16-12-2014,31.5,100,3150.0,B
NAB.AX,29-12-2014,33.67,100,3367.0,S
NAB.AX,31-12-2014,33.6,100,3360.0,B
NAB.AX,02-01-2015,33.56,100,3356.0,S
NAB.AX,08-01-2015,33.72,100,3372.0,B
NAB.AX,13-01-2015,33.81,100,3381.0,S
NAB.AX,16-01-2015,33.37,100,3337.0,B
NAB.AX,28-01-2015,35.2,100,3520.0,S
NAB.AX,03-02-2015,36.23,100,3623.0,B
NAB.AX,09-02-2015,37.2,100,3720.0,S
NAB.AX,13-02-2015,37.48,100,3748.0,B
NAB.AX,19-02-2015,37.71,100,3771.0,S
NAB.AX,25-02-2015,37.78,100,3778.0,B
NAB.AX,03-03-2015,38.29,100,3829.0,S
NAB.AX,10-03-2015,37.76,100,3776.0,B
NAB.AX,11-03-2015,37.56,100,3756.0,S
NAB.AX,12-03-2015,38.0,100,3800.0,B
NAB.AX,18-03-2015,38.38,100,3838.0,S
NAB.AX,19-03-2015,39.24,100,3924.0,B
NAB.AX,23-03-2015,39.18,100,3918.0,S
