#RIC,Date[L],Time[L],Type,Qualifiers,Open,High,Low,Last,Volume,Open Interest,Settle,Data Source
ALVG.DE,08-AUG-2000,,End Of Day,,383.9,387,380.5,384.1,359432,,,Verified
ALVG.DE,09-AUG-2000,,End Of Day,,388,391.9,382.1,383,408623,,,Verified
ALVG.DE,10-AUG-2000,,End Of Day,,383,386,382.5,384.23,403869,,,Verified
ALVG.DE,11-AUG-2000,,End Of Day,,384.6,391.74,382.5,391.74,298644,,,Verified
ALVG.DE,12-AUG-2000,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,13-AUG-2000,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,14-AUG-2000,,End Of Day,,388.5,391.5,386,389,196835,,,Verified
ALVG.DE,15-AUG-2000,,End Of Day,,391.75,391.75,383.01,385.95,237648,,,Verified
ALVG.DE,16-AUG-2000,,End Of Day,,387.8,389.17,383,386.41,223559,,,Verified
ALVG.DE,17-AUG-2000,,End Of Day,,384.7,388,381.1,384.5,307242,,,Verified
ALVG.DE,18-AUG-2000,,End Of Day,,387,387,378.85,379.69,424082,,,Verified
ALVG.DE,19-AUG-2000,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,20-AUG-2000,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,21-AUG-2000,,End Of Day,,380.52,381.32,372.75,377.8,351263,,,Verified
ALVG.DE,22-AUG-2000,,End Of Day,,378.96,388.9,377.2,388.47,468357,,,Verified
ALVG.DE,23-AUG-2000,,End Of Day,,391.59,393,384.5,388.2,356486,,,Verified
ALVG.DE,24-AUG-2000,,End Of Day,,390.99,391,380.23,380.95,282064,,,Verified
ALVG.DE,25-AUG-2000,,End Of Day,,384,384.9,378.85,384.79,293115,,,Verified
ALVG.DE,26-AUG-2000,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,27-AUG-2000,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,28-AUG-2000,,End Of Day,,387,391.75,385,389,275840,,,Verified
ALVG.DE,29-AUG-2000,,End Of Day,,389.3,389.3,384.1,387.9,211034,,,Verified
ALVG.DE,30-AUG-2000,,End Of Day,,387.5,387.5,380.65,382.9,344464,,,Verified
ALVG.DE,31-AUG-2000,,End Of Day,,384.3,384.3,377.25,379.5,347101,,,Verified
ALVG.DE,01-SEP-2000,,End Of Day,,381.9,387.87,380,384.6,478626,,,Verified
ALVG.DE,02-SEP-2000,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,03-SEP-2000,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,04-SEP-2000,,End Of Day,,388,388,380.8,384.7,276625,,,Verified
ALVG.DE,05-SEP-2000,,End Of Day,,383.3,383.65,373.2,379.7,545188,,,Verified
ALVG.DE,06-SEP-2000,,End Of Day,,382.4,395.99,382,388.23,1001219,,,Verified
ALVG.DE,07-SEP-2000,,End Of Day,,389.9,396.69,389.15,394.01,546215,,,Verified
ALVG.DE,08-SEP-2000,,End Of Day,,395.8,395.9,389.2,392.35,277086,,,Verified
ALVG.DE,09-SEP-2000,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,10-SEP-2000,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,11-SEP-2000,,End Of Day,,392.9,392.9,381.25,383,426767,,,Verified
ALVG.DE,12-SEP-2000,,End Of Day,,382,384.98,378.61,383,491210,,,Verified
ALVG.DE,13-SEP-2000,,End Of Day,,384.8,387,374.3,374.3,650071,,,Verified
ALVG.DE,14-SEP-2000,,End Of Day,,376.5,381.88,375,375,534334,,,Verified
ALVG.DE,15-SEP-2000,,End Of Day,,375,379.99,370,370,2164455,,,Verified
ALVG.DE,16-SEP-2000,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,17-SEP-2000,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,18-SEP-2000,,End Of Day,,368,369.8,364.55,364.55,631897,,,Verified
ALVG.DE,19-SEP-2000,,End Of Day,,362,369.45,362,368.9,540615,,,Verified
ALVG.DE,20-SEP-2000,,End Of Day,,370.25,370.5,360.5,361,448868,,,Verified
ALVG.DE,21-SEP-2000,,End Of Day,,362.5,366.04,349.5,354.45,811352,,,Verified
ALVG.DE,22-SEP-2000,,End Of Day,,348.5,365.5,346.65,365.5,658749,,,Verified
ALVG.DE,23-SEP-2000,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,24-SEP-2000,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,25-SEP-2000,,End Of Day,,368.8,369,360.7,361.1,377012,,,Verified
ALVG.DE,26-SEP-2000,,End Of Day,,358.6,367.97,358,364.55,377591,,,Verified
ALVG.DE,27-SEP-2000,,End Of Day,,362.9,373.8,362.7,372.5,457703,,,Verified
ALVG.DE,28-SEP-2000,,End Of Day,,373,376,368.3,374.1,381250,,,Verified
ALVG.DE,29-SEP-2000,,End Of Day,,374.9,377,369.6,373.34,307850,,,Verified
ALVG.DE,30-SEP-2000,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,01-OCT-2000,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,02-OCT-2000,,End Of Day,,375,380.49,372.58,378.5,403563,,,Verified
ALVG.DE,03-OCT-2000,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,04-OCT-2000,,End Of Day,,378.2,382.4,373.2,376,494667,,,Verified
ALVG.DE,05-OCT-2000,,End Of Day,,375.5,379,371.6,376.5,414102,,,Verified
ALVG.DE,06-OCT-2000,,End Of Day,,374.5,381.15,373.5,379.7,449166,,,Verified
ALVG.DE,07-OCT-2000,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,08-OCT-2000,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,09-OCT-2000,,End Of Day,,379.5,379.5,372.32,376.96,257738,,,Verified
ALVG.DE,10-OCT-2000,,End Of Day,,376.5,379.85,371.85,375.15,383531,,,Verified
ALVG.DE,11-OCT-2000,,End Of Day,,374.4,383,370.7,374.16,694181,,,Verified
ALVG.DE,12-OCT-2000,,End Of Day,,376,376,359.8,364.5,656359,,,Verified
ALVG.DE,13-OCT-2000,,End Of Day,,361,368.5,357,368.5,436587,,,Verified
ALVG.DE,14-OCT-2000,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,15-OCT-2000,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,16-OCT-2000,,End Of Day,,371.8,371.8,362,365.5,319650,,,Verified
ALVG.DE,17-OCT-2000,,End Of Day,,365.5,369.45,360,360.13,458103,,,Verified
ALVG.DE,18-OCT-2000,,End Of Day,,362.05,369.75,357.11,366.45,662720,,,Verified
ALVG.DE,19-OCT-2000,,End Of Day,,368.9,375.85,367.1,375.85,452677,,,Verified
ALVG.DE,20-OCT-2000,,End Of Day,,376,379.5,369.52,378,662004,,,Verified
ALVG.DE,21-OCT-2000,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,22-OCT-2000,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,23-OCT-2000,,End Of Day,,377.51,378.25,367.1,370,548970,,,Verified
ALVG.DE,24-OCT-2000,,End Of Day,,370.9,377.25,366.1,376,454975,,,Verified
ALVG.DE,25-OCT-2000,,End Of Day,,373.2,382.85,373.2,380.94,401912,,,Verified
ALVG.DE,26-OCT-2000,,End Of Day,,381.48,387.95,380,384.47,534688,,,Verified
ALVG.DE,27-OCT-2000,,End Of Day,,385,391.54,383,391,518986,,,Verified
ALVG.DE,28-OCT-2000,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,29-OCT-2000,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,30-OCT-2000,,End Of Day,,388.05,396.57,387.5,393.81,417366,,,Verified
ALVG.DE,31-OCT-2000,,End Of Day,,395.69,400.6,395,399.55,602904,,,Verified
ALVG.DE,01-NOV-2000,,End Of Day,,401.3,401.7,392.5,400.4,427458,,,Verified
ALVG.DE,02-NOV-2000,,End Of Day,,401.49,406.07,399,403,770384,,,Verified
ALVG.DE,03-NOV-2000,,End Of Day,,405,405.6,396.6,399.45,557208,,,Verified
ALVG.DE,04-NOV-2000,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,05-NOV-2000,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,06-NOV-2000,,End Of Day,,400.89,400.89,396,397.95,550989,,,Verified
ALVG.DE,07-NOV-2000,,End Of Day,,398,398.45,389.4,394.64,621366,,,Verified
ALVG.DE,08-NOV-2000,,End Of Day,,392.1,396.83,392.1,394.1,395990,,,Verified
ALVG.DE,09-NOV-2000,,End Of Day,,392.5,404.9,392.5,401.01,778960,,,Verified
ALVG.DE,10-NOV-2000,,End Of Day,,402.1,411,401.05,406.13,898950,,,Verified
ALVG.DE,11-NOV-2000,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,12-NOV-2000,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,13-NOV-2000,,End Of Day,,404.31,408.5,401.1,404.2,484787,,,Verified
ALVG.DE,14-NOV-2000,,End Of Day,,399,410.9,396,410,675543,,,Verified
ALVG.DE,15-NOV-2000,,End Of Day,,409.9,415.2,404.3,415.2,436892,,,Verified
ALVG.DE,16-NOV-2000,,End Of Day,,411.3,415.7,409,411.74,485028,,,Verified
ALVG.DE,17-NOV-2000,,End Of Day,,410,415,405.45,410.1,570155,,,Verified
ALVG.DE,18-NOV-2000,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,19-NOV-2000,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,20-NOV-2000,,End Of Day,,412.5,415,403.3,403.61,509570,,,Verified
ALVG.DE,21-NOV-2000,,End Of Day,,395.05,403.2,395,403.2,838774,,,Verified
ALVG.DE,22-NOV-2000,,End Of Day,,399,401.5,391,395,674630,,,Verified
ALVG.DE,23-NOV-2000,,End Of Day,,390.2,395.7,390.19,395.2,444027,,,Verified
ALVG.DE,24-NOV-2000,,End Of Day,,396.5,402,395,399.4,536334,,,Verified
ALVG.DE,25-NOV-2000,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,26-NOV-2000,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,27-NOV-2000,,End Of Day,,401.5,401.76,396.5,397.8,381611,,,Verified
ALVG.DE,28-NOV-2000,,End Of Day,,396.2,401.9,395.15,397.97,462834,,,Verified
ALVG.DE,29-NOV-2000,,End Of Day,,397,403.5,396.85,401.42,533680,,,Verified
ALVG.DE,30-NOV-2000,,End Of Day,,400.5,405.7,396.6,396.6,526032,,,Verified
ALVG.DE,01-DEC-2000,,End Of Day,,401,408.15,398.55,405.25,628748,,,Verified
ALVG.DE,02-DEC-2000,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,03-DEC-2000,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,04-DEC-2000,,End Of Day,,406.88,409,404.5,406.23,572055,,,Verified
ALVG.DE,05-DEC-2000,,End Of Day,,407.04,409.5,403.01,408.4,530430,,,Verified
ALVG.DE,06-DEC-2000,,End Of Day,,409.7,409.85,391.25,393.75,937360,,,Verified
ALVG.DE,07-DEC-2000,,End Of Day,,391,393.7,385.11,390.9,540127,,,Verified
ALVG.DE,08-DEC-2000,,End Of Day,,390,400.79,390,393.88,482229,,,Verified
ALVG.DE,09-DEC-2000,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,10-DEC-2000,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,11-DEC-2000,,End Of Day,,397.2,402.25,395,396.06,459781,,,Verified
ALVG.DE,12-DEC-2000,,End Of Day,,395.13,396.95,385.9,387.03,717450,,,Verified
ALVG.DE,13-DEC-2000,,End Of Day,,388,391.16,379.6,383.5,684312,,,Verified
ALVG.DE,14-DEC-2000,,End Of Day,,381.15,383,373.56,375,883010,,,Verified
ALVG.DE,15-DEC-2000,,End Of Day,,374.2,381.88,369.81,370,1710621,,,Verified
ALVG.DE,16-DEC-2000,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,17-DEC-2000,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,18-DEC-2000,,End Of Day,,372.5,382.07,372.2,379.9,524016,,,Verified
ALVG.DE,19-DEC-2000,,End Of Day,,380.45,385.7,376.2,381.05,621441,,,Verified
ALVG.DE,20-DEC-2000,,End Of Day,,377,382.75,376.1,377.35,452094,,,Verified
ALVG.DE,21-DEC-2000,,End Of Day,,376.01,386.65,375,383.5,519512,,,Verified
ALVG.DE,22-DEC-2000,,End Of Day,,386.5,392.95,385.2,388.6,339197,,,Verified
ALVG.DE,23-DEC-2000,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,24-DEC-2000,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,25-DEC-2000,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,26-DEC-2000,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,27-DEC-2000,,End Of Day,,390.11,396.92,390.11,396.1,208673,,,Verified
ALVG.DE,28-DEC-2000,,End Of Day,,397.9,399.85,395.25,397.7,240373,,,Verified
ALVG.DE,29-DEC-2000,,End Of Day,,398,402.5,395.1,398.6,173105,,,Verified
ALVG.DE,30-DEC-2000,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,31-DEC-2000,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,01-JAN-2001,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,02-JAN-2001,,End Of Day,,394.2,400,387,387.42,549293,,,Verified
ALVG.DE,03-JAN-2001,,End Of Day,,388.8,398.9,387.5,396,637723,,,Verified
ALVG.DE,04-JAN-2001,,End Of Day,,400,401.9,382.86,388,803823,,,Verified
ALVG.DE,05-JAN-2001,,End Of Day,,388.8,389.8,369.5,377,955171,,,Verified
ALVG.DE,06-JAN-2001,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,07-JAN-2001,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,08-JAN-2001,,End Of Day,,374.7,378.7,370.45,375.49,475170,,,Verified
ALVG.DE,09-JAN-2001,,End Of Day,,374.3,378,367.25,370.3,644244,,,Verified
ALVG.DE,10-JAN-2001,,End Of Day,,369,370.78,361.55,362,594598,,,Verified
ALVG.DE,11-JAN-2001,,End Of Day,,363.81,367.7,361.8,364.86,779743,,,Verified
ALVG.DE,12-JAN-2001,,End Of Day,,365.8,368,359,359.33,735681,,,Verified
ALVG.DE,13-JAN-2001,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,14-JAN-2001,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,15-JAN-2001,,End Of Day,,361.49,363.8,358.1,359.55,407717,,,Verified
ALVG.DE,16-JAN-2001,,End Of Day,,360.5,365.43,357.6,361.24,596567,,,Verified
ALVG.DE,17-JAN-2001,,End Of Day,,364.7,368.6,360,361,812527,,,Verified
ALVG.DE,18-JAN-2001,,End Of Day,,361.6,362.98,351.8,355.61,938614,,,Verified
ALVG.DE,19-JAN-2001,,End Of Day,,358.99,358.99,350.15,350.99,840352,,,Verified
ALVG.DE,20-JAN-2001,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,21-JAN-2001,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,22-JAN-2001,,End Of Day,,351.9,360.15,350.4,358.19,809409,,,Verified
ALVG.DE,23-JAN-2001,,End Of Day,,357.5,367,357.5,363.01,1061460,,,Verified
ALVG.DE,24-JAN-2001,,End Of Day,,365,365.3,356,357.5,612620,,,Verified
ALVG.DE,25-JAN-2001,,End Of Day,,358.25,359.4,353.5,356.3,701516,,,Verified
ALVG.DE,26-JAN-2001,,End Of Day,,356.5,360.9,355.8,358.65,758851,,,Verified
ALVG.DE,27-JAN-2001,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,28-JAN-2001,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,29-JAN-2001,,End Of Day,,360.25,366.49,359.01,365.01,899466,,,Verified
ALVG.DE,30-JAN-2001,,End Of Day,,367.55,373,366.62,369.85,808766,,,Verified
ALVG.DE,31-JAN-2001,,End Of Day,,372.4,372.4,367.78,368.95,632868,,,Verified
ALVG.DE,01-FEB-2001,,End Of Day,,368,371.35,366.1,367.01,426186,,,Verified
ALVG.DE,02-FEB-2001,,End Of Day,,368.5,368.95,362.51,365.51,496629,,,Verified
ALVG.DE,03-FEB-2001,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,04-FEB-2001,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,05-FEB-2001,,End Of Day,,367,367,361.17,363.55,523260,,,Verified
ALVG.DE,06-FEB-2001,,End Of Day,,364.95,367.99,363,367.99,453210,,,Verified
ALVG.DE,07-FEB-2001,,End Of Day,,367.99,373.8,366,368.3,767361,,,Verified
ALVG.DE,08-FEB-2001,,End Of Day,,370.95,375.79,367.05,375.5,597546,,,Verified
ALVG.DE,09-FEB-2001,,End Of Day,,375,375.38,370.22,370.61,404319,,,Verified
ALVG.DE,10-FEB-2001,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,11-FEB-2001,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,12-FEB-2001,,End Of Day,,372.26,375.99,370.2,373.5,462923,,,Verified
ALVG.DE,13-FEB-2001,,End Of Day,,373.55,378.29,371.55,374.5,478276,,,Verified
ALVG.DE,14-FEB-2001,,End Of Day,,373.5,377.8,367.76,368.5,570105,,,Verified
ALVG.DE,15-FEB-2001,,End Of Day,,369,371.5,367.65,371.5,405828,,,Verified
ALVG.DE,16-FEB-2001,,End Of Day,,370.5,374.75,369.25,369.8,710203,,,Verified
ALVG.DE,17-FEB-2001,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,18-FEB-2001,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,19-FEB-2001,,End Of Day,,370.8,374,370.8,371.21,219700,,,Verified
ALVG.DE,20-FEB-2001,,End Of Day,,372.11,375.5,371.01,371.01,515217,,,Verified
ALVG.DE,21-FEB-2001,,End Of Day,,372.5,373.4,364.92,367.2,628619,,,Verified
ALVG.DE,22-FEB-2001,,End Of Day,,365.1,370,361,364.22,570501,,,Verified
ALVG.DE,23-FEB-2001,,End Of Day,,366,366,355.24,355.6,521968,,,Verified
ALVG.DE,24-FEB-2001,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,25-FEB-2001,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,26-FEB-2001,,End Of Day,,357.2,358.82,351.2,354,530295,,,Verified
ALVG.DE,27-FEB-2001,,End Of Day,,356.5,356.5,350.21,354.4,468333,,,Verified
ALVG.DE,28-FEB-2001,,End Of Day,,354.9,364.75,353.3,360.11,614726,,,Verified
ALVG.DE,01-MAR-2001,,End Of Day,,362,363,356.3,359,402200,,,Verified
ALVG.DE,02-MAR-2001,,End Of Day,,360.5,360.8,353.15,356,371232,,,Verified
ALVG.DE,03-MAR-2001,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,04-MAR-2001,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,05-MAR-2001,,End Of Day,,357.25,359.19,352,354.69,313285,,,Verified
ALVG.DE,06-MAR-2001,,End Of Day,,356.8,356.85,351.98,353,355501,,,Verified
ALVG.DE,07-MAR-2001,,End Of Day,,353,357.9,352.2,353.6,340504,,,Verified
ALVG.DE,08-MAR-2001,,End Of Day,,355,355.5,351.1,353.9,320301,,,Verified
ALVG.DE,09-MAR-2001,,End Of Day,,352,358.34,352,357.1,314886,,,Verified
ALVG.DE,10-MAR-2001,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,11-MAR-2001,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,12-MAR-2001,,End Of Day,,355,356.75,353.43,353.43,356617,,,Verified
ALVG.DE,13-MAR-2001,,End Of Day,,349,351,337.5,338.7,976710,,,Verified
ALVG.DE,14-MAR-2001,,End Of Day,,341,341,321.4,330.27,1192664,,,Verified
ALVG.DE,15-MAR-2001,,End Of Day,,334,334.2,324.61,330.49,695924,,,Verified
ALVG.DE,16-MAR-2001,,End Of Day,,331,332,319.68,319.68,4521969,,,Verified
ALVG.DE,17-MAR-2001,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,18-MAR-2001,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,19-MAR-2001,,End Of Day,,319.68,324.65,315,315,405638,,,Verified
ALVG.DE,20-MAR-2001,,End Of Day,,318,325.3,316.7,324.9,497221,,,Verified
ALVG.DE,21-MAR-2001,,End Of Day,,318.4,329.19,318.4,326.5,666874,,,Verified
ALVG.DE,22-MAR-2001,,End Of Day,,325,326.78,305.01,306,1137786,,,Verified
ALVG.DE,23-MAR-2001,,End Of Day,,312.9,325.5,312.06,323,845571,,,Verified
ALVG.DE,24-MAR-2001,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,25-MAR-2001,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,26-MAR-2001,,End Of Day,,327.2,331.4,322,328.32,630877,,,Verified
ALVG.DE,27-MAR-2001,,End Of Day,,328.5,331.9,323.8,331,814255,,,Verified
ALVG.DE,28-MAR-2001,,End Of Day,,332.6,332.99,309.01,309.5,885739,,,Verified
ALVG.DE,29-MAR-2001,,End Of Day,,306.5,318.99,298,318.05,3022320,,,Verified
ALVG.DE,30-MAR-2001,,End Of Day,,320,337,318,327,2556802,,,Verified
ALVG.DE,31-MAR-2001,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,01-APR-2001,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,02-APR-2001,,End Of Day,,337.85,338,315.25,317,2131419,,,Verified
ALVG.DE,03-APR-2001,,End Of Day,,313,313,297,300.2,1966123,,,Verified
ALVG.DE,04-APR-2001,,End Of Day,,296,302,285.5,300.3,1612238,,,Verified
ALVG.DE,05-APR-2001,,End Of Day,,302.5,314.4,300,313.3,1356074,,,Verified
ALVG.DE,06-APR-2001,,End Of Day,,315,315,300.77,306.7,783195,,,Verified
ALVG.DE,07-APR-2001,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,08-APR-2001,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,09-APR-2001,,End Of Day,,303,310.5,301.96,309.6,659373,,,Verified
ALVG.DE,10-APR-2001,,End Of Day,,311,311,297.3,298.5,1085727,,,Verified
ALVG.DE,11-APR-2001,,End Of Day,,300.88,303.6,296.4,297.9,858301,,,Verified
ALVG.DE,12-APR-2001,,End Of Day,,300,303,296.5,302.5,485126,,,Verified
ALVG.DE,13-APR-2001,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,14-APR-2001,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,15-APR-2001,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,16-APR-2001,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,17-APR-2001,,End Of Day,,300,305.5,297.21,304.6,598921,,,Verified
ALVG.DE,18-APR-2001,,End Of Day,,307.6,311.4,302.51,309.1,754330,,,Verified
ALVG.DE,19-APR-2001,,End Of Day,,310.8,310.8,299.2,303.03,788476,,,Verified
ALVG.DE,20-APR-2001,,End Of Day,,300.6,304,299.6,301.75,617708,,,Verified
ALVG.DE,21-APR-2001,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,22-APR-2001,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,23-APR-2001,,End Of Day,,302.5,303.94,298,298,586892,,,Verified
ALVG.DE,24-APR-2001,,End Of Day,,298,307.85,298,306.2,646675,,,Verified
ALVG.DE,25-APR-2001,,End Of Day,,307.1,310.8,304.2,306.6,740390,,,Verified
ALVG.DE,26-APR-2001,,End Of Day,,308,313.2,307.15,312.82,694847,,,Verified
ALVG.DE,27-APR-2001,,End Of Day,,310.6,320.96,310.5,320,1002049,,,Verified
ALVG.DE,28-APR-2001,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,29-APR-2001,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,30-APR-2001,,End Of Day,,323,325.98,319.25,324.5,751245,,,Verified
ALVG.DE,01-MAY-2001,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,02-MAY-2001,,End Of Day,,325.5,325.8,318.01,320.5,1148211,,,Verified
ALVG.DE,03-MAY-2001,,End Of Day,,320,321.79,317.19,318,698651,,,Verified
ALVG.DE,04-MAY-2001,,End Of Day,,319.39,319.8,310.01,318.51,823790,,,Verified
ALVG.DE,05-MAY-2001,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,06-MAY-2001,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,07-MAY-2001,,End Of Day,,318,321,314.5,316,528728,,,Verified
ALVG.DE,08-MAY-2001,,End Of Day,,315.75,317,312.32,314,512445,,,Verified
ALVG.DE,09-MAY-2001,,End Of Day,,314,314,307.6,310,548571,,,Verified
ALVG.DE,10-MAY-2001,,End Of Day,,306,320,306,317.5,954368,,,Verified
ALVG.DE,11-MAY-2001,,End Of Day,,316.8,318,312.53,314.22,757146,,,Verified
ALVG.DE,12-MAY-2001,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,13-MAY-2001,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,14-MAY-2001,,End Of Day,,312.5,314,309.65,312.5,574492,,,Verified
ALVG.DE,15-MAY-2001,,End Of Day,,314.1,314.7,308.2,313.98,649291,,,Verified
ALVG.DE,16-MAY-2001,,End Of Day,,312,322,307.81,321.5,887613,,,Verified
ALVG.DE,17-MAY-2001,,End Of Day,,324.56,324.9,313.9,316.2,904730,,,Verified
ALVG.DE,18-MAY-2001,,End Of Day,,314.45,318.72,310.5,317,907609,,,Verified
ALVG.DE,19-MAY-2001,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,20-MAY-2001,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,21-MAY-2001,,End Of Day,,319,320.4,313.66,319,586017,,,Verified
ALVG.DE,22-MAY-2001,,End Of Day,,319.75,322.7,316.5,317.8,826186,,,Verified
ALVG.DE,23-MAY-2001,,End Of Day,,315,321.46,314.23,316.52,686332,,,Verified
ALVG.DE,24-MAY-2001,,End Of Day,,315.6,323.79,315.6,322.85,335913,,,Verified
ALVG.DE,25-MAY-2001,,End Of Day,,322,323.32,318.2,320,688070,,,Verified
ALVG.DE,26-MAY-2001,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,27-MAY-2001,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,28-MAY-2001,,End Of Day,,320,322.4,316.79,318.7,345705,,,Verified
ALVG.DE,29-MAY-2001,,End Of Day,,319.69,322.24,318,322,722500,,,Verified
ALVG.DE,30-MAY-2001,,End Of Day,,320.34,320.5,317.25,319.05,602365,,,Verified
ALVG.DE,31-MAY-2001,,End Of Day,,322.45,335.34,321.25,330.2,1780135,,,Verified
ALVG.DE,01-JUN-2001,,End Of Day,,333.5,341.84,329.12,337.88,2416214,,,Verified
ALVG.DE,02-JUN-2001,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,03-JUN-2001,,End Of Day,No Trades,,,,,,,,Verified
ALVG.DE,04-JUN-2001,,End Of Day,,337.5,347.1,336.5,344.9,753733,,,Verified
ALVG.DE,05-JUN-2001,,End Of Day,,346.7,353.45,345.5,353.45,1683784,,,Verified
ALVG.DE,06-JUN-2001,,End Of Day,,353,353.25,343.4,346.8,1195536,,,Verified
ALVG.DE,07-JUN-2001,,End Of Day,,346,346,337.8,337.8,780096,,,Verified
ALVG.DE,08-JUN-2001,,End Of Day,,340.5,346.8,340.01,344.9,844515,,,Verified
ALVG.DE,09-JUN-2001,,End Of Day,No Trades,,,,,,,,Verified
