Company name,Date/time,Price,Volume,Value,Bid/Ask
BHP.AX,2000-05-31,17.81,100,1781.0,B
BHP.AX,2000-06-05,17.58,100,1758.0,S
BHP.AX,2000-06-08,17.732,100,1773.2001,B
BHP.AX,2000-06-14,18.109,100,1810.8999,B
BHP.AX,2000-06-15,18.46,100,1845.9999,B
BHP.AX,2000-06-16,18.89,100,1889.0,B
BHP.AX,2000-06-19,18.58,100,1858.0,S
BHP.AX,2000-06-21,18.72,100,1871.9999,S
BHP.AX,2000-06-22,19.176,100,1917.6001,B
BHP.AX,2000-06-26,19.708,100,1970.8,B
BHP.AX,2000-06-27,19.6,100,1960.0,S
BHP.AX,2000-06-29,19.308,100,1930.8,S
BHP.AX,2000-06-30,19.75,100,1975.0,B
BHP.AX,2000-07-05,18.979,100,1897.9,S
BHP.AX,2000-07-07,18.936,100,1893.6001,B
BHP.AX,2000-07-10,18.85,100,1885.0,B
BHP.AX,2000-07-11,19.25,100,1925.0,B
BHP.AX,2000-07-14,19.2,100,1920.0001,S
BHP.AX,2000-07-17,18.942,100,1894.2,S
BHP.AX,2000-07-19,18.76,100,1876.0,B
BHP.AX,2000-07-21,19.209,100,1920.8999,B
BHP.AX,2000-07-25,18.86,100,1886.0,S
BHP.AX,2000-07-27,18.5,100,1850.0,S
BHP.AX,2000-08-01,18.12,100,1812.0001,B
BHP.AX,2000-08-07,18.75,100,1875.0,B
BHP.AX,2000-08-08,18.54,100,1854.0001,S
BHP.AX,2000-08-11,19.16,100,1916.0,B
BHP.AX,2000-08-22,19.35,100,1935.0,S
BHP.AX,2000-08-28,19.6,100,1960.0,S
BHP.AX,2000-08-29,19.691,100,1969.1,S
BHP.AX,2000-09-04,19.246,100,1924.6,B
BHP.AX,2000-09-05,19.27,100,1927.0,B
BHP.AX,2000-09-08,20.17,100,2017.0,B
BHP.AX,2000-09-12,20.74,100,2074.0,B
BHP.AX,2000-09-13,20.71,100,2071.0,S
BHP.AX,2000-09-14,21.079,100,2107.9001,B
BHP.AX,2000-09-15,20.41,100,2041.0,S
BHP.AX,2000-09-20,20.975,100,2097.5,B
BHP.AX,2000-09-22,20.058,100,2005.8,S
BHP.AX,2000-09-26,19.55,100,1954.9999,S
BHP.AX,2000-09-27,19.5,100,1950.0,B
BHP.AX,2000-10-03,19.578,100,1957.7999,B
BHP.AX,2000-10-04,19.8,100,1979.9999,B
BHP.AX,2000-10-06,19.28,100,1928.0001,S
BHP.AX,2000-10-10,19.5,100,1950.0,B
BHP.AX,2000-10-11,19.65,100,1965.0,B
BHP.AX,2000-10-13,19.34,100,1934.0,S
BHP.AX,2000-10-16,19.153,100,1915.3,S
BHP.AX,2000-10-18,18.5,100,1850.0,S
BHP.AX,2000-10-20,18.45,100,1845.0001,B
BHP.AX,2000-10-23,18.5,100,1850.0,B
BHP.AX,2000-10-24,18.757,100,1875.7,B
BHP.AX,2000-10-25,18.4,100,1840.0,S
BHP.AX,2000-11-02,19.16,100,1916.0,B
BHP.AX,2000-11-07,19.06,100,1906.0,S
BHP.AX,2000-11-08,18.75,100,1875.0,S
BHP.AX,2000-11-10,19.0,100,1900.0,B
BHP.AX,2000-11-14,18.45,100,1845.0001,S
BHP.AX,2000-11-16,18.58,100,1858.0,B
BHP.AX,2000-11-17,18.7,100,1870.0001,B
BHP.AX,2000-11-23,18.7,100,1870.0001,S
BHP.AX,2000-11-27,19.52,100,1952.0,B
BHP.AX,2000-11-29,19.268,100,1926.7999,S
BHP.AX,2000-11-30,19.47,100,1946.9999,S
BHP.AX,2000-12-07,19.368,100,1936.8,B
BHP.AX,2000-12-13,19.556,100,1955.6,S
BHP.AX,2000-12-14,19.126,100,1912.6,S
BHP.AX,2000-12-19,18.9,100,1890.0,B
BHP.AX,2000-12-27,19.02,100,1902.0,B
BHP.AX,2001-01-04,19.61,100,1961.0,B
BHP.AX,2001-01-09,19.38,100,1937.9999,S
BHP.AX,2001-01-12,19.26,100,1926.0,B
BHP.AX,2001-01-17,18.55,100,1854.9999,S
BHP.AX,2001-01-23,18.311,100,1831.1001,S
BHP.AX,2001-01-24,18.76,100,1876.0,B
BHP.AX,2001-01-29,18.493,100,1849.3,B
BHP.AX,2001-01-30,18.4,100,1840.0,S
BHP.AX,2001-01-31,18.849,100,1884.9001,B
BHP.AX,2001-02-01,19.305,100,1930.5,B
BHP.AX,2001-02-05,19.19,100,1919.0,S
BHP.AX,2001-02-06,19.345,100,1934.4999,S
BHP.AX,2001-02-09,18.7,100,1870.0001,S
BHP.AX,2001-02-12,18.76,100,1876.0,B
BHP.AX,2001-02-14,19.36,100,1936.0,B
BHP.AX,2001-02-19,19.65,100,1965.0,S
BHP.AX,2001-02-21,19.665,100,1966.5001,S
BHP.AX,2001-02-26,20.47,100,2046.9999,B
BHP.AX,2001-02-27,21.085,100,2108.5,B
BHP.AX,2001-02-28,21.05,100,2105.0,S
BHP.AX,2001-03-01,20.9,100,2090.0,S
BHP.AX,2001-03-02,20.55,100,2055.0,S
BHP.AX,2001-03-05,21.267,100,2126.7,B
BHP.AX,2001-03-06,21.48,100,2148.0,B
BHP.AX,2001-03-08,20.999,100,2099.9001,S
BHP.AX,2001-03-09,20.75,100,2075.0,S
BHP.AX,2001-03-12,20.83,100,2083.0,B
BHP.AX,2001-03-16,20.96,100,2096.0,B
BHP.AX,2001-03-19,21.4,100,2140.0,B
BHP.AX,2001-03-20,20.308,100,2030.8,S
BHP.AX,2001-03-21,20.208,100,2020.8,S
BHP.AX,2001-03-23,20.1,100,2010.0,B
BHP.AX,2001-03-27,19.946,100,1994.5999,S
BHP.AX,2001-03-28,19.92,100,1992.0,B
BHP.AX,2001-04-02,19.9,100,1990.0,B
BHP.AX,2001-04-11,21.04,100,2104.0,B
BHP.AX,2001-04-12,21.32,100,2132.0,B
BHP.AX,2001-04-17,21.08,100,2108.0,S
BHP.AX,2001-04-18,21.373,100,2137.2998,S
BHP.AX,2001-04-20,22.35,100,2235.0,B
BHP.AX,2001-04-23,22.164,100,2216.4,S
BHP.AX,2001-04-24,22.19,100,2219.0,S
BHP.AX,2001-04-26,21.8,100,2180.0,S
BHP.AX,2001-04-27,20.771,100,2077.1,S
BHP.AX,2001-04-30,21.52,100,2152.0,B
BHP.AX,2001-05-01,21.75,100,2175.0,B
BHP.AX,2001-05-02,21.68,100,2168.0,B
BHP.AX,2001-05-03,21.48,100,2148.0,S
BHP.AX,2001-05-14,21.697,100,2169.7,S
BHP.AX,2001-05-17,22.5,100,2250.0,B
BHP.AX,2001-05-18,22.85,100,2285.0,B
BHP.AX,2001-05-22,23.474,100,2347.4001,S
BHP.AX,2001-05-23,23.37,100,2337.0,S
BHP.AX,2001-05-24,23.11,100,2311.0,S
BHP.AX,2001-05-25,22.78,100,2278.0,S
BHP.AX,2001-05-31,22.5,100,2250.0,S
BHP.AX,2001-06-06,22.5,100,2250.0,B
BHP.AX,2001-06-12,21.85,100,2185.0,S
BHP.AX,2001-06-13,21.12,100,2112.0,S
BHP.AX,2001-06-14,21.64,100,2164.0,B
BHP.AX,2001-06-15,21.717,100,2171.7,B
BHP.AX,2001-06-18,21.48,100,2148.0,B
BHP.AX,2001-06-19,21.633,100,2163.3,S
BHP.AX,2001-06-25,21.147,100,2114.7,S
BHP.AX,2001-06-26,21.222,100,2122.2,B
BHP.AX,2001-06-28,21.42,100,2142.0,B
BHP.AX,2001-06-29,10.39,100,1039.0,S
BHP.AX,2001-07-02,10.48,100,1048.0,B
BHP.AX,2001-07-04,10.86,100,1086.0,B
BHP.AX,2001-07-05,10.75,100,1075.0,S
BHP.AX,2001-07-06,10.6,100,1060.0,S
BHP.AX,2001-07-09,10.41,100,1041.0,S
BHP.AX,2001-07-11,10.4,100,1040.0,B
BHP.AX,2001-07-12,10.536,100,1053.6,B
BHP.AX,2001-07-17,10.57,100,1057.0,S
BHP.AX,2001-07-19,10.17,100,1017.0,S
BHP.AX,2001-07-23,9.96,100,996.0,S
BHP.AX,2001-07-25,9.2,100,920.0,S
BHP.AX,2001-07-26,9.37,100,937.0,B
BHP.AX,2001-07-27,9.49,100,949.0,B
BHP.AX,2001-07-30,9.54,100,954.0,B
BHP.AX,2001-08-01,10.042,100,1004.19995,B
BHP.AX,2001-08-02,9.88,100,988.0,S
BHP.AX,2001-08-06,10.04,100,1004.0,S
BHP.AX,2001-08-08,9.67,100,967.0,S
BHP.AX,2001-08-09,9.46,100,946.0,S
BHP.AX,2001-08-13,9.3,100,930.0,B
BHP.AX,2001-08-15,9.43,100,943.0,B
BHP.AX,2001-08-16,9.17,100,917.0,S
BHP.AX,2001-08-17,9.24,100,924.0,B
BHP.AX,2001-08-20,9.13,100,913.0,S
BHP.AX,2001-08-21,9.18,100,918.0,B
BHP.AX,2001-08-22,9.02,100,902.00006,S
BHP.AX,2001-08-23,9.14,100,914.00006,B
BHP.AX,2001-08-27,9.63,100,963.0,B
BHP.AX,2001-08-29,9.65,100,964.99994,S
BHP.AX,2001-08-30,9.59,100,959.0,S
BHP.AX,2001-08-31,9.32,100,932.0,S
BHP.AX,2001-09-05,9.72,100,972.0,B
BHP.AX,2001-09-10,9.5,100,950.0,S
BHP.AX,2001-09-12,9.09,100,909.0,S
BHP.AX,2001-09-13,9.107,100,910.7,B
BHP.AX,2001-09-14,9.15,100,914.99994,B
BHP.AX,2001-09-18,9.18,100,918.0,B
BHP.AX,2001-09-19,8.99,100,899.0,S
BHP.AX,2001-09-20,8.525,100,852.49994,S
BHP.AX,2001-09-21,7.95,100,795.0,S
BHP.AX,2001-09-24,8.12,100,812.0,B
BHP.AX,2001-09-25,8.37,100,837.0,B
BHP.AX,2001-09-26,8.54,100,854.0,B
BHP.AX,2001-09-27,8.565,100,856.49994,S
BHP.AX,2001-09-28,8.58,100,858.0,S
BHP.AX,2001-10-05,9.237,100,923.7001,B
BHP.AX,2001-10-08,8.839,100,883.89996,S
BHP.AX,2001-10-10,8.871,100,887.10004,S
BHP.AX,2001-10-11,9.24,100,924.0,B
BHP.AX,2001-10-12,9.564,100,956.4,B
BHP.AX,2001-10-16,9.66,100,966.0,S
BHP.AX,2001-10-17,9.46,100,946.0,S
BHP.AX,2001-10-19,9.35,100,935.00006,S
BHP.AX,2001-10-22,9.0,100,900.0,S
BHP.AX,2001-10-24,9.15,100,914.99994,B
BHP.AX,2001-10-25,9.33,100,933.0,B
BHP.AX,2001-10-29,9.362,100,936.2001,S
BHP.AX,2001-10-30,9.24,100,924.0,S
BHP.AX,2001-10-31,8.93,100,893.0,S
BHP.AX,2001-11-05,8.87,100,887.0,B
BHP.AX,2001-11-12,9.16,100,916.0,B
BHP.AX,2001-11-13,9.26,100,926.0,B
BHP.AX,2001-11-14,9.82,100,982.0,B
BHP.AX,2001-11-15,10.39,100,1039.0,B
BHP.AX,2001-11-16,9.628,100,962.80005,S
BHP.AX,2001-11-19,9.63,100,963.0,S
BHP.AX,2001-11-20,9.84,100,984.0,S
BHP.AX,2001-11-21,9.671,100,967.1,B
BHP.AX,2001-11-26,9.75,100,975.0,B
BHP.AX,2001-11-27,10.013,100,1001.2999,B
BHP.AX,2001-11-28,9.9,100,989.99994,S
BHP.AX,2001-12-04,10.22,100,1022.0,B
BHP.AX,2001-12-06,10.21,100,1021.0,S
BHP.AX,2001-12-12,10.25,100,1025.0,S
BHP.AX,2001-12-13,10.03,100,1003.0,S
BHP.AX,2001-12-18,10.05,100,1005.0,B
BHP.AX,2001-12-19,10.35,100,1035.0,B
BHP.AX,2001-12-21,10.2,100,1020.0,S
BHP.AX,2001-12-27,10.49,100,1049.0,B
BHP.AX,2001-12-31,10.5,100,1050.0,S
BHP.AX,2002-01-04,10.91,100,1091.0,B
BHP.AX,2002-01-09,11.15,100,1115.0,S
BHP.AX,2002-01-10,11.15,100,1115.0,S
BHP.AX,2002-01-15,10.86,100,1086.0,S
BHP.AX,2002-01-18,10.77,100,1077.0,B
BHP.AX,2002-01-22,11.15,100,1115.0,B
BHP.AX,2002-01-25,11.42,100,1142.0,S
BHP.AX,2002-01-29,11.18,100,1118.0,S
BHP.AX,2002-01-30,11.271,100,1127.1,S
BHP.AX,2002-02-01,11.3,100,1130.0,B
BHP.AX,2002-02-05,11.685,100,1168.5,B
BHP.AX,2002-02-07,11.65,100,1165.0,S
BHP.AX,2002-02-12,11.92,100,1192.0,B
BHP.AX,2002-02-13,12.15,100,1215.0,B
BHP.AX,2002-02-15,11.87,100,1187.0,S
BHP.AX,2002-02-18,11.71,100,1171.0,S
BHP.AX,2002-02-19,11.65,100,1165.0,S
BHP.AX,2002-02-20,11.7,100,1170.0,B
BHP.AX,2002-02-26,11.69,100,1169.0,B
BHP.AX,2002-02-27,11.72,100,1172.0,B
BHP.AX,2002-03-01,11.61,100,1161.0,S
BHP.AX,2002-03-08,11.99,100,1199.0,S
BHP.AX,2002-03-14,11.502,100,1150.2,S
BHP.AX,2002-03-15,11.285,100,1128.5,S
BHP.AX,2002-03-18,11.5,100,1150.0,B
BHP.AX,2002-03-19,11.61,100,1161.0,B
BHP.AX,2002-03-20,11.76,100,1176.0,B
BHP.AX,2002-03-21,11.51,100,1151.0,S
BHP.AX,2002-03-22,11.38,100,1138.0,S
BHP.AX,2002-03-25,11.21,100,1121.0,S
BHP.AX,2002-03-27,11.4,100,1140.0,B
BHP.AX,2002-04-02,11.6,100,1160.0,B
BHP.AX,2002-04-03,11.66,100,1166.0,S
BHP.AX,2002-04-05,11.68,100,1168.0,S
BHP.AX,2002-04-10,11.96,100,1196.0,B
BHP.AX,2002-04-11,11.65,100,1165.0,S
BHP.AX,2002-04-15,11.59,100,1159.0,S
BHP.AX,2002-04-16,11.6,100,1160.0,B
BHP.AX,2002-04-26,10.73,100,1073.0,S
BHP.AX,2002-04-30,10.8,100,1080.0,B
BHP.AX,2002-05-01,10.85,100,1085.0,B
BHP.AX,2002-05-06,11.12,100,1112.0,B
BHP.AX,2002-05-10,11.25,100,1125.0,B
BHP.AX,2002-05-13,11.07,100,1107.0,S
BHP.AX,2002-05-15,11.46,100,1146.0,B
BHP.AX,2002-05-16,11.56,100,1156.0,B
BHP.AX,2002-05-20,11.43,100,1143.0,S
BHP.AX,2002-05-21,11.2,100,1120.0,S
BHP.AX,2002-05-24,10.98,100,1098.0,B
BHP.AX,2002-05-28,11.16,100,1116.0,B
BHP.AX,2002-05-29,10.9,100,1090.0,S
BHP.AX,2002-05-31,10.8,100,1080.0,S
BHP.AX,2002-06-12,10.3,100,1030.0,B
BHP.AX,2002-06-13,10.61,100,1061.0,B
BHP.AX,2002-06-19,10.26,100,1026.0,S
BHP.AX,2002-06-21,10.23,100,1022.99994,S
BHP.AX,2002-06-24,10.04,100,1004.0,B
BHP.AX,2002-06-27,10.4,100,1040.0,B
BHP.AX,2002-06-28,10.3,100,1030.0,S
BHP.AX,2002-07-01,10.58,100,1058.0,B
BHP.AX,2002-07-02,10.13,100,1013.0,S
BHP.AX,2002-07-04,10.13,100,1013.0,S
BHP.AX,2002-07-05,10.3,100,1030.0,B
BHP.AX,2002-07-10,10.16,100,1016.0,S
BHP.AX,2002-07-11,10.08,100,1008.0,S
BHP.AX,2002-07-15,9.95,100,995.0,B
BHP.AX,2002-07-16,9.61,100,960.99994,S
BHP.AX,2002-07-17,9.3,100,930.0,S
BHP.AX,2002-07-18,9.77,100,977.00006,B
BHP.AX,2002-07-19,9.9,100,989.99994,B
BHP.AX,2002-07-22,9.87,100,987.0,B
BHP.AX,2002-07-23,9.82,100,982.0,S
BHP.AX,2002-07-24,9.48,100,947.99994,S
BHP.AX,2002-07-29,9.15,100,914.99994,B
BHP.AX,2002-07-30,9.48,100,947.99994,B
BHP.AX,2002-07-31,9.53,100,953.0,B
BHP.AX,2002-08-01,9.34,100,934.0,S
BHP.AX,2002-08-02,8.99,100,899.0,S
BHP.AX,2002-08-05,8.7,100,870.0,S
BHP.AX,2002-08-06,8.3,100,830.0,S
BHP.AX,2002-08-07,8.89,100,889.00006,B
BHP.AX,2002-08-08,9.01,100,901.0,B
BHP.AX,2002-08-09,9.28,100,928.0,B
BHP.AX,2002-08-12,9.25,100,925.0,S
BHP.AX,2002-08-13,8.96,100,896.0,S
BHP.AX,2002-08-14,8.81,100,881.00006,S
BHP.AX,2002-08-15,9.04,100,904.0,B
BHP.AX,2002-08-16,8.93,100,893.0,B
BHP.AX,2002-08-19,9.07,100,907.0,B
BHP.AX,2002-08-21,9.33,100,933.0,B
BHP.AX,2002-08-23,9.58,100,958.0,S
BHP.AX,2002-08-27,9.45,100,945.0,S
BHP.AX,2002-09-03,9.24,100,924.0,B
BHP.AX,2002-09-04,8.9,100,889.99994,S
BHP.AX,2002-09-09,8.96,100,896.0,B
BHP.AX,2002-09-10,9.11,100,910.99994,B
BHP.AX,2002-09-11,9.4,100,939.99994,B
BHP.AX,2002-09-13,9.33,100,933.0,S
BHP.AX,2002-09-16,9.43,100,943.0,S
BHP.AX,2002-09-19,9.11,100,910.99994,S
BHP.AX,2002-09-26,9.04,100,904.0,B
BHP.AX,2002-09-27,9.37,100,937.0,B
BHP.AX,2002-09-30,9.05,100,905.0,S
BHP.AX,2002-10-02,9.39,100,939.00006,S
BHP.AX,2002-10-03,9.24,100,924.0,B
BHP.AX,2002-10-04,9.28,100,928.0,S
BHP.AX,2002-10-07,9.22,100,922.0,S
BHP.AX,2002-10-09,8.97,100,897.0,S
BHP.AX,2002-10-11,9.2,100,920.0,B
BHP.AX,2002-10-14,9.52,100,952.00006,B
BHP.AX,2002-10-17,9.79,100,979.0,S
BHP.AX,2002-10-18,10.03,100,1003.0,B
BHP.AX,2002-10-21,9.74,100,974.0,S
BHP.AX,2002-10-22,9.62,100,962.0,S
BHP.AX,2002-10-24,9.81,100,981.00006,B
BHP.AX,2002-10-31,9.69,100,968.99994,B
BHP.AX,2002-11-04,9.7,100,970.0,B
BHP.AX,2002-11-05,9.7,100,970.0,S
BHP.AX,2002-11-06,9.86,100,985.99994,B
BHP.AX,2002-11-07,9.68,100,968.0,S
BHP.AX,2002-11-11,9.36,100,935.99994,S
BHP.AX,2002-11-12,9.37,100,937.0,B
BHP.AX,2002-11-13,9.43,100,943.0,B
BHP.AX,2002-11-15,9.61,100,960.99994,B
BHP.AX,2002-11-20,9.74,100,974.0,S
BHP.AX,2002-11-22,10.04,100,1004.0,B
BHP.AX,2002-11-25,9.92,100,992.0,S
BHP.AX,2002-11-26,9.7,100,970.0,S
BHP.AX,2002-11-27,9.53,100,953.0,S
BHP.AX,2002-11-28,9.89,100,989.00006,B
BHP.AX,2002-11-29,10.12,100,1012.0,B
BHP.AX,2002-12-02,10.25,100,1025.0,B
BHP.AX,2002-12-03,10.25,100,1025.0,S
BHP.AX,2002-12-04,10.06,100,1006.00006,S
BHP.AX,2002-12-10,9.83,100,983.0,S
BHP.AX,2002-12-17,9.9,100,989.99994,B
BHP.AX,2002-12-20,9.85,100,985.00006,S
BHP.AX,2002-12-23,10.14,100,1014.00006,B
BHP.AX,2002-12-24,10.14,100,1014.00006,B
BHP.AX,2002-12-30,9.95,100,995.0,S
BHP.AX,2002-12-31,10.15,100,1014.99994,B
BHP.AX,2003-01-03,10.33,100,1033.0,B
BHP.AX,2003-01-06,9.92,100,992.0,S
BHP.AX,2003-01-08,9.96,100,996.0,S
BHP.AX,2003-01-09,9.81,100,981.00006,B
BHP.AX,2003-01-14,9.83,100,983.0,B
BHP.AX,2003-01-20,9.48,100,947.99994,S
BHP.AX,2003-01-21,9.55,100,955.0,B
BHP.AX,2003-01-29,9.03,100,903.0,S
BHP.AX,2003-02-03,8.83,100,883.0,B
BHP.AX,2003-02-04,9.12,100,912.0,B
BHP.AX,2003-02-13,9.09,100,909.0,S
BHP.AX,2003-02-14,8.95,100,895.0,S
BHP.AX,2003-02-18,9.16,100,916.0,B
BHP.AX,2003-02-19,9.42,100,942.0,B
BHP.AX,2003-02-20,9.23,100,922.99994,S
BHP.AX,2003-02-25,9.33,100,933.0,B
BHP.AX,2003-02-27,9.18,100,918.0,S
BHP.AX,2003-03-03,9.31,100,931.00006,B
BHP.AX,2003-03-05,9.03,100,903.0,S
BHP.AX,2003-03-06,8.92,100,892.0,S
BHP.AX,2003-03-07,8.65,100,864.99994,S
BHP.AX,2003-03-10,8.75,100,875.0,B
BHP.AX,2003-03-12,8.77,100,877.00006,B
BHP.AX,2003-03-13,8.68,100,868.0,S
BHP.AX,2003-03-14,9.11,100,910.99994,B
BHP.AX,2003-03-17,9.08,100,908.0,S
BHP.AX,2003-03-18,9.45,100,945.0,B
BHP.AX,2003-03-19,9.54,100,954.0,S
BHP.AX,2003-03-21,9.39,100,939.00006,S
BHP.AX,2003-03-26,9.4,100,939.99994,B
BHP.AX,2003-03-31,9.28,100,928.0,S
BHP.AX,2003-04-01,9.07,100,907.0,S
BHP.AX,2003-04-03,9.41,100,941.0,B
BHP.AX,2003-04-04,9.49,100,949.0,B
BHP.AX,2003-04-08,9.6,100,960.00006,S
BHP.AX,2003-04-09,9.4,100,939.99994,S
BHP.AX,2003-04-10,9.25,100,925.0,S
BHP.AX,2003-04-14,9.37,100,937.0,B
BHP.AX,2003-04-15,9.52,100,952.00006,B
BHP.AX,2003-04-17,9.45,100,945.0,S
BHP.AX,2003-04-23,9.36,100,935.99994,S
BHP.AX,2003-04-24,8.99,100,899.0,S
BHP.AX,2003-04-29,9.1,100,910.00006,B
BHP.AX,2003-05-01,9.0,100,900.0,B
BHP.AX,2003-05-02,8.79,100,879.0,S
BHP.AX,2003-05-07,8.66,100,866.0,B
BHP.AX,2003-05-12,8.69,100,868.99994,B
BHP.AX,2003-05-15,8.49,100,849.0,S
BHP.AX,2003-05-16,8.41,100,841.0,S
BHP.AX,2003-05-19,8.41,100,841.0,B
BHP.AX,2003-05-22,8.47,100,847.0,B
BHP.AX,2003-05-23,8.62,100,862.0,B
BHP.AX,2003-05-27,8.4,100,839.99994,S
BHP.AX,2003-05-29,8.69,100,868.99994,B
BHP.AX,2003-06-03,8.74,100,874.0,S
BHP.AX,2003-06-05,8.76,100,876.0,S
BHP.AX,2003-06-06,8.87,100,887.0,B
BHP.AX,2003-06-11,9.07,100,907.0,B
BHP.AX,2003-06-13,9.1,100,910.00006,S
BHP.AX,2003-06-16,9.05,100,905.0,S
BHP.AX,2003-06-20,8.9,100,889.99994,S
BHP.AX,2003-06-23,8.95,100,895.0,B
BHP.AX,2003-06-24,8.77,100,877.00006,S
BHP.AX,2003-06-25,8.84,100,884.0,B
BHP.AX,2003-06-26,8.62,100,862.0,S
BHP.AX,2003-06-27,8.7,100,870.0,B
BHP.AX,2003-07-02,8.36,100,835.99994,S
BHP.AX,2003-07-04,8.43,100,843.0,B
BHP.AX,2003-07-07,8.62,100,862.0,B
BHP.AX,2003-07-08,8.89,100,889.00006,B
BHP.AX,2003-07-11,9.0,100,900.0,S
BHP.AX,2003-07-16,9.27,100,927.00006,B
BHP.AX,2003-07-21,9.3,100,930.0,S
BHP.AX,2003-07-24,9.65,100,964.99994,B
BHP.AX,2003-07-25,9.85,100,985.00006,B
BHP.AX,2003-07-29,9.89,100,989.00006,S
BHP.AX,2003-07-30,9.77,100,977.00006,S
BHP.AX,2003-08-01,10.08,100,1008.0,B
BHP.AX,2003-08-06,10.08,100,1008.0,S
BHP.AX,2003-08-11,10.05,100,1005.0,S
BHP.AX,2003-08-14,10.2,100,1020.0,B
BHP.AX,2003-08-20,10.55,100,1055.0,S
BHP.AX,2003-08-21,10.45,100,1045.0,S
BHP.AX,2003-08-27,10.63,100,1063.0,S
BHP.AX,2003-08-28,10.88,100,1088.0,B
BHP.AX,2003-09-03,11.07,100,1107.0,S
BHP.AX,2003-09-05,11.17,100,1117.0,S
BHP.AX,2003-09-08,11.29,100,1129.0,B
BHP.AX,2003-09-10,11.07,100,1107.0,S
BHP.AX,2003-09-11,10.84,100,1084.0,S
BHP.AX,2003-09-12,10.79,100,1079.0,S
BHP.AX,2003-09-15,10.81,100,1081.0,B
BHP.AX,2003-09-16,10.98,100,1098.0,B
BHP.AX,2003-09-18,10.8,100,1080.0,S
BHP.AX,2003-09-22,10.67,100,1067.0,S
BHP.AX,2003-09-23,10.6,100,1060.0,B
BHP.AX,2003-09-29,10.54,100,1054.0,S
BHP.AX,2003-10-01,10.24,100,1024.0,S
BHP.AX,2003-10-02,10.48,100,1048.0,B
BHP.AX,2003-10-06,10.95,100,1095.0,B
BHP.AX,2003-10-07,10.98,100,1098.0,S
BHP.AX,2003-10-08,10.96,100,1096.0,S
BHP.AX,2003-10-15,11.73,100,1173.0,S
BHP.AX,2003-10-16,12.21,100,1221.0,B
BHP.AX,2003-10-17,12.1,100,1210.0,S
BHP.AX,2003-10-21,11.91,100,1191.0,S
BHP.AX,2003-10-22,12.0,100,1200.0,B
BHP.AX,2003-10-23,11.38,100,1138.0,S
BHP.AX,2003-10-27,11.2,100,1120.0,S
BHP.AX,2003-10-28,11.25,100,1125.0,B
BHP.AX,2003-10-30,11.44,100,1144.0,B
BHP.AX,2003-10-31,11.72,100,1172.0,B
BHP.AX,2003-11-04,11.54,100,1154.0,S
BHP.AX,2003-11-05,11.45,100,1145.0,S
